EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	ECHD														
EHMT1	euchromatic histone lysine methyltransferase 1	EHMT1-IT1	Eu-HMTase1	FLJ12879	KIAA1876	bA188C12.1	KMT1D	FLJ40292								
EHMT2	euchromatic histone lysine methyltransferase 2	C6orf30	BAT8	G9A	Em:AF134726.3	NG36/G9a	KMT1C									
ELOVL1	ELOVL fatty acid elongase 1	Ssc1														
ELOVL2	ELOVL fatty acid elongase 2	Ssc2														
ELOVL3	ELOVL fatty acid elongase 3	CIG-30														
ELOVL4	ELOVL fatty acid elongase 4	STGD2	STGD3	SCA34	CT118	cancer/testis antigen 118										
ELOVL5	ELOVL fatty acid elongase 5	SCA38	HELO1	dJ483K16.1												
ELOVL6	ELOVL fatty acid elongase 6	FLJ23378	MGC5487	LCE												
ELOVL7	ELOVL fatty acid elongase 7	FLJ23563														
ENO1	enolase 1	ENO1L1	MPB1	PPH	MBP-1	alpha-enolase										
ENO2	enolase 2	gamma-enolase	neuronal enriched enolase													
ENO3	enolase 3	beta-enolase	muscle enriched enolase													
ENOPH1	enolase-phosphatase 1	MASA	E1	mtnC	Enolase-phosphatase E1	acireductone synthase										
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	NPPS	M6S1	PDNP1	PC-1	PCA1										
ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	PDNP2	ATX	PD-IALPHA	autotaxin											
ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	PDNP3	PD-IBETA	gp130RB13-6	B10	CD203c										
ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	MGC33971														
ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	alk-SMase	NPP7	alkaline sphingomyelinase												
ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	CD39L1	NTPDase-2	CD39-like-1	ecto-ATPase											
ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	CD39L3	NTPDase-3	HB6												
ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	LYSAL1	LALP70	LAP70	KIAA0392	NTPDase-4	UDPase									
ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	CD39L4	PCPH	NTPDase-5												
ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6	CD39L2	IL6ST2	NTPDase-6	dJ738P15.3											
ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	UNQ2492	NTPDase-8	GLSR2492												
EPHX2	epoxide hydrolase 2	ABHD20														
EPX	eosinophil peroxidase	EPO	EPP	EPX-PEN												
ESD	esterase D	S-formylglutathione hydrolase														
ETFA	electron transfer flavoprotein subunit alpha	GA2	EMA	MADD	glutaric aciduria II											
ETFB	electron transfer flavoprotein subunit beta															
ETFDH	electron transfer flavoprotein dehydrogenase	ETFQO														
ETNK1	ethanolamine kinase 1	EKI1	EKI													
ETNK2	ethanolamine kinase 2	FLJ10761	EKI2													
ETNPPL	ethanolamine-phosphate phospho-lyase	AGXT2L1														
EXT1	exostosin glycosyltransferase 1	LGCR	LGS	ttv	Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase										
EXT2	exostosin glycosyltransferase 2	SOTV	Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase												
EXTL1	exostosin like glycosyltransferase 1	EXTL	MGC70794	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase	alpha-N-acetylglucosaminyltransferase II	glucuronyl-N-acetylglucosaminylproteoglycan alpha-1,4-N- acetylglucosaminyltransferase	exostosin-L									
EXTL2	exostosin like glycosyltransferase 2	alpha-1,4-N-acteylhexosaminyltransferase														
EXTL3	exostosin like glycosyltransferase 3	botv	REGR	REG receptor	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase											
FAAH2	fatty acid amide hydrolase 2	AMDD	RP11-479E16.1	FLJ31204	FAAH-2											
FABP1	fatty acid binding protein 1	L-FABP														
FABP2	fatty acid binding protein 2	I-FABP														
FABP3	fatty acid binding protein 3	MDGI	FABP11	H-FABP	O-FABP	mammary-derived growth inhibitor										
FABP4	fatty acid binding protein 4	A-FABP	aP2	adipocyte fatty acid binding protein												
FABP5	fatty acid binding protein 5	E-FABP	PA-FABP	KFABP												
FABP6	fatty acid binding protein 6	I-15P	ILLBP	I-BAP	ILBP3	I-BABP	ILBP	I-BALB	illeal lipid-binding protein	ileal bile acid binding protein	gastrotropin					
FABP7	fatty acid binding protein 7	B-FABP	BLBP	brain lipid binding protein												
FABP9	fatty acid binding protein 9	PERF	T-FABP	PERF15	testis fatty acid binding protein											
FABP12	fatty acid binding protein 12															
FADS1	fatty acid desaturase 1	LLCDL1	D5D	FADSD5	TU12	FADS6	delta-5 desaturase	acyl-CoA (8-3)-desaturase								
FADS2	fatty acid desaturase 2	LLCDL2	FADSD6	D6D	TU13	DES6	SLL0262	delta-6-desaturase								
FADS3	fatty acid desaturase 3	LLCDL3	CYB5RP	delta-9-desaturase												
FADS6	fatty acid desaturase 6															
FAH	fumarylacetoacetate hydrolase	fumarylacetoacetase														
FAM20B	FAM20B glycosaminoglycan xylosylkinase	KIAA0475	GXK1													
FASN	fatty acid synthase	FAS	SDR27X1	short chain dehydrogenase/reductase family 27X, member 1												
FAXDC2	fatty acid hydroxylase domain containing 2	C5orf4	FLJ13758													
FBP1	fructose-bisphosphatase 1	FBP														
FBP2	fructose-bisphosphatase 2															
FDFT1	farnesyl-diphosphate farnesyltransferase 1	SQS	squalene synthase													
FDPS	farnesyl diphosphate synthase	farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase														
FECH	ferrochelatase	protoporphyria														
FGGY	FGGY carbohydrate kinase domain containing	FLJ10986														
FH	fumarate hydratase	fumarase														
FIG4	FIG4 phosphoinositide 5-phosphatase	KIAA0274	SAC3	hSac3	dJ249I4.1	ALS11	CMT4J									
FLAD1	flavin adenine dinucleotide synthetase 1	PP591	FAD1													
FLVCR1	FLVCR heme transporter 1	AXPC1	FLVCR	MFSD7B	PCA	SLC49A1										
FN3K	fructosamine 3 kinase															
FN3KRP	fructosamine 3 kinase related protein	FLJ12171	FN3KL													
FOLR1	folate receptor alpha	FOLR	FRα													
FOLR2	folate receptor beta	FRβ														
FOLR3	folate receptor gamma	FR-G	FRγ													
FPGS	folylpolyglutamate synthase															
FPGT	fucose-1-phosphate guanylyltransferase	GFPP														
FTCD	formimidoyltransferase cyclodeaminase															
FTH1	ferritin heavy chain 1	FTHL6	FTH	PLIF	PIG15	FHC	apoferritin	placenta immunoregulatory factor	proliferation-inducing protein 15							
FTL	ferritin light chain	MGC71996	NBIA3	ferritin light polypeptide-like 3	L apoferritin	ferritin L subunit	ferritin light chain	ferritin L-chain	neurodegeneration with brain iron accumulation 3							
FTMT	ferritin mitochondrial	MtF														
FUCA1	alpha-L-fucosidase 1	α-L-fucosidase 1	tissue fucosidase	a-L-fucosidase 1												
FUCA2	alpha-L-fucosidase 2	MGC1314	dJ20N2.5	α-L-fucosidase 2	plasma fucosidase	a-L-fucosidase 2										
FUT1	fucosyltransferase 1 (H blood group)	H	HSC	galactoside 2-alpha-L-fucosyltransferase												
FUT2	fucosyltransferase 2	SE	sej	Se2	SEC2	alpha (1,2) fucosyltransferase	galactoside 2-alpha-L-fucosyltransferase 2	GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2	alpha(1,2)FT2	secretor factor	secretor blood group alpha-2-fucosyltransferase					
FUT3	fucosyltransferase 3 (Lewis blood group)	LE	CD174	galactoside 3(4)-L-fucosyltransferase												
FUT4	fucosyltransferase 4	CD15	FCT3A	ELFT	FUC-TIV	galactoside 3-L-fucosyltransferase	alpha (1,3) fucosyltransferase, myeloid-specific									
FUT5	fucosyltransferase 5	FUC-TV	alpha (1,3) fucosyltransferase													
FUT6	fucosyltransferase 6	FT1A	FCT3A	FucT-VI	FLJ40754	alpha-(1,3)-fucosyltransferase	galactoside 3-L-fucosyltransferase									
FUT7	fucosyltransferase 7	alpha (1,3) fucosyltransferase														
FUT9	fucosyltransferase 9	Fuc-TIX	alpha (1,3) fucosyltransferase													
FUT10	fucosyltransferase 10	alpha (1,3) fucosyltransferase														
FUT11	fucosyltransferase 11	MGC33202	alpha (1,3) fucosyltransferase													
G6PC	glucose-6-phosphatase catalytic subunit	G6PT	GSD1a	G6PC1	glycogen storage disease type I, von Gierke disease											
G6PC2	glucose-6-phosphatase catalytic subunit 2	IGRP	islet specific glucose 6 phosphatase catalytic subunit related protein													
G6PC3	glucose-6-phosphatase catalytic subunit 3	UGRP														
G6PD	glucose-6-phosphate dehydrogenase	G6PD1														
GAA	glucosidase alpha, acid	Pompe disease	glycogen storage disease type II													
GAD1	glutamate decarboxylase 1	GAD														
GAD2	glutamate decarboxylase 2	GAD65														
GAL3ST1	galactose-3-O-sulfotransferase 1	CST	cerebroside (3' phosphoadenylylsulfate:galactosylceramide 3') sulfotransferase													
GALC	galactosylceramidase	Krabbe disease														
GALE	UDP-galactose-4-epimerase	SDR1E1	short chain dehydrogenase/reductase family 1E, member 1	UDP-glucose 4-epimerase												
GALK1	galactokinase 1	GALK														
GALK2	galactokinase 2	GK2														
GALNS	galactosamine (N-acetyl)-6-sulfatase	GAS	GALNAC6S	Morquio syndrome	mucopolysaccharidosis type IVA											
GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	GalNAc-T1	protein-UDP acetylgalactosaminyltransferase 1	polypeptide GalNAc transferase 1												
GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	GalNAc-T2	polypeptide GalNAc transferase 2													
GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	GalNAc-T3	HHS	HFTC	polypeptide GalNAc transferase 3											
GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	GalNAc-T4	polypeptide GalNAc transferase 4													
GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	GalNAc-T5	polypeptide GalNAc transferase 5													
GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	GalNAc-T6	polypeptide GalNAc transferase 6													
GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	GALNAC-T7	polypeptide GalNAc transferase 7													
GALNT8	polypeptide N-acetylgalactosaminyltransferase 8	GALNAC-T8	polypeptide GalNAc transferase 8													
GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	GALNAC-T9	polypeptide GalNAc transferase 9													
GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	GalNAc-T10	polypeptide GalNAc transferase 10													
GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	GalNAc-T11	polypeptide GalNAc transferase 11													
GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	GalNAc-T12	polypeptide GalNAc transferase 12													
GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	KIAA1918	GalNAc-T13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13	polypeptide GalNAc transferase 13											
GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	GalNac-T10	FLJ12691	GalNac-T14	polypeptide GalNAc transferase 14											
GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	GALNTL2	GALNT7	pp-GalNAc-T15	polypeptide GalNAc transferase 15											
GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5	GALNT15	GalNAc-T5L	polypeptide GalNAc transferase-like 5												
GALT	galactose-1-phosphate uridylyltransferase															
GAMT	guanidinoacetate N-methyltransferase	PIG2	TP53I2													
GANC	glucosidase alpha, neutral C															
GAPDH	glyceraldehyde-3-phosphate dehydrogenase	GAPD														
GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	GAPDS	GAPDH-2	GAPD2												
GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	PRGS	PGFT	GARS-AIRS-GART	GAR transformylase	glycinamide ribonucleotide synthetase-aminoimidazole ribonucleotide synthetase-glycinamide ribonucleotide transformylase	Glycinamide ribonucleotide formyltransferase	Trifunctional purine biosynthetic protein adenosine-3								
GATM	glycine amidinotransferase	AGAT	L-arginine:glycine amidinotransferase													
GBA	glucosylceramidase beta	GLUC	GBA1													
GBA2	glucosylceramidase beta 2	SPG46	KIAA1605	AD035	DKFZp762K054	bile acid beta-glucosidase	non-lysosomal glucosylceramidase									
GBE1	1,4-alpha-glucan branching enzyme 1	glycogen branching enzyme	Andersen disease	glycogen storage disease type IV												
GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	UDP-GalNAc	A3GALNT	MGC44848	FS	Forssman glycolipid synthetase (FS)	Forssman synthetase	Forssman blood group								
GCAT	glycine C-acetyltransferase	KBL	2-amino-3-ketobutyrate coenzyme A ligase													
GCDH	glutaryl-CoA dehydrogenase	ACAD5														
GCH1	GTP cyclohydrolase 1	GCH	DYT5	DYT14	GTPCH1	DYT5a	dopa-responsive dystonia									
GCK	glucokinase	MODY2	HK4	hexokinase 4												
GCLC	glutamate-cysteine ligase catalytic subunit	GLCLC	GLCL	GCS												
GCLM	glutamate-cysteine ligase modifier subunit	GLCLR	gamma-glutamylcysteine synthetase													
GCNT1	glucosaminyl (N-acetyl) transferase 1	NACGT2	C2GNT	NAGCT2	core 2 beta1,6 N-acetylglucosaminyltransferase-I	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N--acetylglucosaminyltransferase										
GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	NACGT1	II	GCNT5	CCAT	IGNT	NAGCT1	bA421M1.1	bA360O19.2	ULG3	Ii blood group	unassigned linkage group 3				
GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	C2GnT-M	C2/4GnT	C2GnT2												
GCNT4	glucosaminyl (N-acetyl) transferase 4	LINC01336	C2GNT3	core 2 beta-1,6-N-acetylglucosaminyltransferase 3	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4											
GCNT7	glucosaminyl (N-acetyl) transferase family member 7	C20orf105	dJ1153D9.2													
GCSH	glycine cleavage system protein H	lipoic acid-containing protein														
GDA	guanine deaminase															
GFPT1	glutamine--fructose-6-phosphate transaminase 1	GFPT	GFAT	GFA	GFAT1											
GFPT2	glutamine-fructose-6-phosphate transaminase 2	GFAT2	glutamine: fructose-6-phosphate aminotransferase 2													
GGCT	gamma-glutamylcyclotransferase	C7orf24	GCTG	MGC3077	CRF21	Ggc										
GGH	gamma-glutamyl hydrolase	conjugase	folylpolygammaglutamyl hydrolase													
GGPS1	geranylgeranyl diphosphate synthase 1	GGPPS1														
GGT1	gamma-glutamyltransferase 1	GGT	D22S672	D22S732	CD224											
GGT5	gamma-glutamyltransferase 5	GGTLA1	GGT-REL													
GGT6	gamma-glutamyltransferase 6	FLJ90165														
GGT7	gamma-glutamyltransferase 7	GGTL5	GGTL3	D20S101	dJ18C9.2											
GGTLC2	gamma-glutamyltransferase light chain 2	GGTL4														
GK	glycerol kinase	GK1	GKD													
GK2	glycerol kinase 2	GKP2	GKTA													
GLA	galactosidase alpha	GALA														
GLB1	galactosidase beta 1	ELNR1	EBP	elastin binding protein												
GLB1L	galactosidase beta 1 like	MGC10771														
GLCE	glucuronic acid epimerase	KIAA0836	HSEPI	heparan sulfate epimerase												
GLDC	glycine decarboxylase	GCSP	NKH	glycine cleavage system protein P	glycine dehydrogenase	nonketotic hyperglycinemia										
GLO1	glyoxalase I	GLOD1	glyoxalase domain containing 1													
GLRX	glutaredoxin	GRX	GRX1	thioltransferase												
GLRX2	glutaredoxin 2	GRX2	bA101E13.1													
GLS	glutaminase	KIAA0838	GLS1													
GLS2	glutaminase 2	GA	GLS	LGA	hLGA											
GLT6D1	glycosyltransferase 6 domain containing 1	GLTDC1														
GLT8D1	glycosyltransferase 8 domain containing 1	AD-017	FLJ14611													
GLT8D2	glycosyltransferase 8 domain containing 2	FLJ31494														
GLTP	glycolipid transfer protein															
GLUD1	glutamate dehydrogenase 1	GLUD	GDH													
GLUD2	glutamate dehydrogenase 2	GLUDP1														
GLUL	glutamate-ammonia ligase	GLNS	glutamine synthetase													
GLYAT	glycine-N-acyltransferase	GAT	ACGNAT													
GLYCTK	glycerate kinase	HBEBP4	HBEBP2													
GM2A	GM2 ganglioside activator	SAP-3	cerebroside sulfate activator protein	sphingolipid activator protein 3												
GMDS	GDP-mannose 4,6-dehydratase	GMD	SDR3E1	short chain dehydrogenase/reductase family 3E, member 1												
GMPPA	GDP-mannose pyrophosphorylase A															
GMPPB	GDP-mannose pyrophosphorylase B	KIAA1851	mannose-1-phosphate guanyltransferase beta													
GMPR	guanosine monophosphate reductase	GMP reductase 1														
GMPR2	guanosine monophosphate reductase 2															
GMPS	guanine monophosphate synthase	GATD7	GMP synthase													
GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	IBM2	Uae1	bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase												
GNMT	glycine N-methyltransferase															
GNPDA1	glucosamine-6-phosphate deaminase 1	GNPI	GNPDA	HLN	GPI	KIAA0060	glucosamine-6-phosphate deaminase	oscillin								
GNPDA2	glucosamine-6-phosphate deaminase 2	SB52	glucosamine-6-phosphate isomerase													
GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	Gpnat1	FLJ10607													
GNS	glucosamine (N-acetyl)-6-sulfatase	Sanfilippo disease IIID	N-acetylglucosamine-6-sulfatase													
GOT1	glutamic-oxaloacetic transaminase 1	AST1	aspartate aminotransferase 1	aspartate transaminase 1	glutamate oxaloacetate transaminase 1											
GOT2	glutamic-oxaloacetic transaminase 2	mitAAT	KATIV	KAT4	KYAT4	kynurenine aminotransferase IV	aspartate aminotransferase 2	aspartate transaminase 2								
GPAA1	glycosylphosphatidylinositol anchor attachment 1	GAA1	hGAA1	GPI transamidase subunit												
GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	KIAA1560	MGC26846	GPAT1	glycerol-3-phosphate acyltransferase 1, mitochondrial											
GPAT4	glycerol-3-phosphate acyltransferase 4	AGPAT6	DKFZp586M1819	LPAAT-zeta	TSARG7	lysophosphatidic acid acyltransferase, zeta										
GPCPD1	glycerophosphocholine phosphodiesterase 1	KIAA1434	GDE5	GDPD6												
GPD1	glycerol-3-phosphate dehydrogenase 1															
GPD2	glycerol-3-phosphate dehydrogenase 2															
GPI	glucose-6-phosphate isomerase	AMF	NLK													
GPT	glutamic--pyruvic transaminase	ALT1	GPT1	alanine aminotransferase	alanine transaminase											
GPT2	glutamic--pyruvic transaminase 2	ALT2	alanine aminotransferase 2													
GPX1	glutathione peroxidase 1	selenoprotein GPX1														
GPX2	glutathione peroxidase 2	GSHPX-GI	selenoprotein GPX2													
GPX3	glutathione peroxidase 3	selenoprotein GPX3														
GPX4	glutathione peroxidase 4	PHGPx	MCSP	phospholipid hydroperoxidase	selenoprotein GPX4											
GPX5	glutathione peroxidase 5	epididymal androgen-related protein														
GPX6	glutathione peroxidase 6	GPXP3	selenoprotein GPX6													
GPX7	glutathione peroxidase 7	FLJ14777	GPX6	NPGPx												
GPX8	glutathione peroxidase 8 (putative)	UNQ847	EPLA847													
GRHPR	glyoxylate and hydroxypyruvate reductase	GLXR	PH2	primary hyperoxaluria type 2												
GSKIP	GSK3B interacting protein	C14orf129	GSK3beta interaction protein													
GSR	glutathione-disulfide reductase	glutathione S-reductase														
GSS	glutathione synthetase															
GSTM1	glutathione S-transferase mu 1	GST1	MU	H-B												
GSTM2	glutathione S-transferase mu 2	GST4														
GSTZ1	glutathione S-transferase zeta 1	GSTZ1-1	MAAI	MAI	maleylacetoacetate isomerase											
GUCA1A	guanylate cyclase activator 1A	GUCA	GUCA1	C6orf131	GCAP	GCAP1	COD3	dJ139D8.6	CORD14	cone dystrophy 3						
GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	GUC1A2	GC-SA2													
GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	GC-SB2														
GUCY2C	guanylate cyclase 2C	GUC2C	STAR	STA receptor	heat stable enterotoxin receptor											
GUCY2D	guanylate cyclase 2D, retinal	CORD6	LCA	GUC2D	GUC1A4	retGC	RETGC-1	ROS-GC1	CYGD	LCA1	rod outer segment membrane guanylate cyclase	retinal guanylate cyclase 1				
GUCY2F	guanylate cyclase 2F, retinal	GUC2DL	GC-F	RetGC-2	ROS-GC2	CYGF	guanylate cyclase 2D-like, membrane (retina-specific)									
GUK1	guanylate kinase 1															
GUSB	glucuronidase beta															
GYG1	glycogenin 1	GYG	glycogenin glucosyltransferase													
GYG2	glycogenin 2	GN-2	glycogenin glucosyltransferase													
GYS1	glycogen synthase 1	GYS	GSY													
GYS2	glycogen synthase 2															
H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	GDH	H6PDH	GDH/6PGL endoplasmic bifunctional protein	6-phosphogluconolactonase											
HAAO	3-hydroxyanthranilate 3,4-dioxygenase															
HACD1	3-hydroxyacyl-CoA dehydratase 1	PTPLA	CAP	cementum attachment protein	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1											
HACD2	3-hydroxyacyl-CoA dehydratase 2	PTPLB	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2													
HACD3	3-hydroxyacyl-CoA dehydratase 3	PTPLAD1	B-ind1	HSPC121	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3											
HACD4	3-hydroxyacyl-CoA dehydratase 4	PTPLAD2	Em:AL662879.1	OTTHUMG00000021016	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4											
HACL1	2-hydroxyacyl-CoA lyase 1	HPCL	2-HPCL	PHYH2												
HADH	hydroxyacyl-CoA dehydrogenase	HADHSC	HADH1	SCHAD												
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	GBP	LCEH	LCHAD	MTPA	gastrin-binding protein	long-chain-3-hydroxyacyl-CoA dehydrogenase	long-chain 2-enoyl-CoA hydratase	mitochondrial trifunctional protein, alpha subunit							
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	MTPB	mitochondrial trifunctional protein, beta subunit													
HAGH	hydroxyacylglutathione hydrolase	GLO2	GLXII	HAGH1												
HAGHL	hydroxyacylglutathione hydrolase like	MGC2605														
HAL	histidine ammonia-lyase	HIS														
HAO1	hydroxyacid oxidase 1	GOX1	GOX	glycolate oxidase 1												
HAO2	hydroxyacid oxidase 2	HAOX2	GIG16	(S)-2-hydroxy-acid oxidase	glycolate oxidase	long-chain L-2-hydroxy acid oxidase	growth-inhibiting protein 16									
HAS1	hyaluronan synthase 1	HAS														
HAS2	hyaluronan synthase 2															
HAS3	hyaluronan synthase 3															
HCST	hematopoietic cell signal transducer	PIK3AP	DAP10	DKFZP586C1522	KAP10	DNAX-activation protein 10	kinase assoc pro of ~10kDa									
HDC	histidine decarboxylase															
HDLBP	high density lipoprotein binding protein	VGL	HBP													
HEPH	hephaestin	KIAA0698	CPL													
HEXA	hexosaminidase subunit alpha	Tay Sachs disease	GM2 gangliosidosis	beta-hexosaminidase subunit alpha												
HEXB	hexosaminidase subunit beta	beta-hexosaminidase subunit beta														
HGD	homogentisate 1,2-dioxygenase	AKU	HGO	homogentisate oxidase												
HIBADH	3-hydroxyisobutyrate dehydrogenase	NS5ATP1														
HIBCH	3-hydroxyisobutyryl-CoA hydrolase															
HIGD2A	HIG1 hypoxia inducible domain family member 2A	MGC2198	RCF1B													
HK1	hexokinase 1															
HK2	hexokinase 2															
HK3	hexokinase 3															
HKDC1	hexokinase domain containing 1	FLJ37767	FLJ22761													
HLCS	holocarboxylase synthetase	HCS														
HMBS	hydroxymethylbilane synthase	PBGD	UPS	PORC												
HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	HL	hydroxymethylglutaricaciduria	hydroxymethylglutaryl-CoA lyase												
HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	DKFZP434G1411	bA418P12.1													
HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	hydroxymethylglutaryl-CoA reductase	3-hydroxy-3-methylglutaryl CoA reductase (NADPH)													
HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	HMGCS	3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) synthase													
HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2															
HMOX1	heme oxygenase 1	bK286B10	HO-1													
HMOX2	heme oxygenase 2	HO-2														
HNMT	histamine N-methyltransferase															
HPD	4-hydroxyphenylpyruvate dioxygenase	PPD	4-HPPD	4HPPD	GLOD3	glyoxalase domain containing 3										
HPGD	15-hydroxyprostaglandin dehydrogenase	SDR36C1	short chain dehydrogenase/reductase family 36C, member 1	15-hydroxyprostaglandin dehydrogenase (NAD(+))												
HPGDS	hematopoietic prostaglandin D synthase	GSTS	PGDS	H-PGDS	PGD2	GSTS1-1	GSTS1	glutathione S-transferase sigma								
HPRT1	hypoxanthine phosphoribosyltransferase 1	HPRT	HGPRT	Lesch-Nyhan syndrome												
HS2ST1	heparan sulfate 2-O-sulfotransferase 1	KIAA0448														
HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	3OST1														
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	3OST2														
HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	3OST3A1	30ST3A1													
HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	3OST3B1	30ST3B1													
HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	3OST4														
HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	3-OST-5														
HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	HS3ST5														
HS6ST1	heparan sulfate 6-O-sulfotransferase 1	HS6ST														
HS6ST2	heparan sulfate 6-O-sulfotransferase 2															
HS6ST3	heparan sulfate 6-O-sulfotransferase 3															
HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	HSDB3	HSD3B	SDR11E1	short chain dehydrogenase/reductase family 11E, member 1											
HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	SDR11E2	short chain dehydrogenase/reductase family 11E, member 2													
HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	C(27)-3BETA-HSD	SDR11E3	short chain dehydrogenase/reductase family 11E, member 3												
HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	HSD11B	HSD11	SDR26C1	short chain dehydrogenase/reductase family 26C, member 1											
HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	SCDR10	SDR26C2	HSD1L	short chain dehydrogenase/reductase 10	short chain dehydrogenase/reductase family 26C, member 2										
HSD11B2	hydroxysteroid 11-beta dehydrogenase 2	SDR9C3	short chain dehydrogenase/reductase family 9C, member 3													
HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	EDHB17	EDH17B2	HSD17	MGC138140	SDR28C1	Estradiol 17-beta-dehydrogenase-1	short chain dehydrogenase/reductase family 28CE, member 1								
HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	HSD17	SDR9C2	short chain dehydrogenase/reductase family 9C, member 2												
HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	SDR12C2	short chain dehydrogenase/reductase family 12C, member 2													
